Date/Time , F_3_Z_1: Hazium Concentration
2016-05-31 20:35:00, 0.000
2016-05-31 20:40:00, 0.000
2016-05-31 20:45:00, 0.000
2016-05-31 20:50:00, 0.000
2016-05-31 20:55:00, 0.000
2016-05-31 21:00:00, 0.000
2016-05-31 21:05:00, 0.000
2016-05-31 21:10:00, 0.000
2016-05-31 21:15:00, 0.000
2016-05-31 21:20:00, 0.000
2016-05-31 21:25:00, 0.000
2016-05-31 21:30:00, 0.000
2016-05-31 21:35:00, 0.000
2016-05-31 21:40:00, 0.000
2016-05-31 21:45:00, 0.000
2016-05-31 21:50:00, 0.000
2016-05-31 21:55:00, 0.000
2016-05-31 22:00:00, 0.000
2016-05-31 22:05:00, 0.000
2016-05-31 22:10:00, 0.000
2016-05-31 22:15:00, 0.000
2016-05-31 22:20:00, 0.000
2016-05-31 22:25:00, 0.000
2016-05-31 22:30:00, 0.000
2016-05-31 22:35:00, 0.000
2016-05-31 22:40:00, 0.000
2016-05-31 22:45:00, 0.000
2016-05-31 22:50:00, 0.000
2016-05-31 22:55:00, 0.000
2016-05-31 23:00:00, 0.000
2016-05-31 23:05:00, 0.000
2016-05-31 23:10:00, 0.000
2016-05-31 23:15:00, 0.000
2016-05-31 23:20:00, 0.000
2016-05-31 23:25:00, 0.000
2016-05-31 23:30:00, 0.000
2016-05-31 23:35:00, 0.000
2016-05-31 23:40:00, 0.000
2016-05-31 23:45:00, 0.000
2016-05-31 23:50:00, 0.000
2016-05-31 23:55:00, 0.000
2016-06-01 00:00:00, 0.000
2016-06-01 00:05:00, 0.000
2016-06-01 00:10:00, 0.000
2016-06-01 00:15:00, 0.000
2016-06-01 00:20:00, 0.000
2016-06-01 00:25:00, 0.000
2016-06-01 00:30:00, 0.000
2016-06-01 00:35:00, 0.000
2016-06-01 00:40:00, 0.000
2016-06-01 00:45:00, 0.000
2016-06-01 00:50:00, 0.000
2016-06-01 00:55:00, 0.000
2016-06-01 01:00:00, 0.000
2016-06-01 01:05:00, 0.000
2016-06-01 01:10:00, 0.000
2016-06-01 01:15:00, 0.000
2016-06-01 01:20:00, 0.000
2016-06-01 01:25:00, 0.000
2016-06-01 01:30:00, 0.000
2016-06-01 01:35:00, 0.000
2016-06-01 01:40:00, 0.000
2016-06-01 01:45:00, 0.000
2016-06-01 01:50:00, 0.000
2016-06-01 01:55:00, 0.000
2016-06-01 02:00:00, 0.000
2016-06-01 02:05:00, 0.000
2016-06-01 02:10:00, 0.000
2016-06-01 02:15:00, 0.000
2016-06-01 02:20:00, 0.000
2016-06-01 02:25:00, 0.000
2016-06-01 02:30:00, 0.000
2016-06-01 02:35:00, 0.000
2016-06-01 02:40:00, 0.000
2016-06-01 02:45:00, 0.000
2016-06-01 02:50:00, 0.000
2016-06-01 02:55:00, 0.000
2016-06-01 03:00:00, 0.000
2016-06-01 03:05:00, 0.000
2016-06-01 03:10:00, 0.000
2016-06-01 03:15:00, 0.000
2016-06-01 03:20:00, 0.000
2016-06-01 03:25:00, 0.000
2016-06-01 03:30:00, 0.000
2016-06-01 03:35:00, 0.000
2016-06-01 03:40:00, 0.000
2016-06-01 03:45:00, 0.000
2016-06-01 03:50:00, 0.000
2016-06-01 03:55:00, 0.000
2016-06-01 04:00:00, 0.000
2016-06-01 04:05:00, 0.000
2016-06-01 04:10:00, 0.000
2016-06-01 04:15:00, 0.000
2016-06-01 04:20:00, 0.000
2016-06-01 04:25:00, 0.000
2016-06-01 04:30:00, 0.000
2016-06-01 04:35:00, 0.000
2016-06-01 04:40:00, 0.000
2016-06-01 04:45:00, 0.000
2016-06-01 04:50:00, 0.000
2016-06-01 04:55:00, 0.000
2016-06-01 05:00:00, 0.000
2016-06-01 05:05:00, 0.000
2016-06-01 05:10:00, 0.000
2016-06-01 05:15:00, 0.000
2016-06-01 05:20:00, 0.000
2016-06-01 05:25:00, 0.000
2016-06-01 05:30:00, 0.000
2016-06-01 05:35:00, 0.000
2016-06-01 05:40:00, 0.000
2016-06-01 05:45:00, 0.000
2016-06-01 05:50:00, 0.000
2016-06-01 05:55:00, 0.000
2016-06-01 06:00:00, 0.000
2016-06-01 06:05:00, 0.000
2016-06-01 06:10:00, 0.000
2016-06-01 06:15:00, 0.000
2016-06-01 06:20:00, 0.000
2016-06-01 06:25:00, 0.000
2016-06-01 06:30:00, 0.000
2016-06-01 06:35:00, 0.000
2016-06-01 06:40:00, 0.000
2016-06-01 06:45:00, 0.000
2016-06-01 06:50:00, 0.000
2016-06-01 06:55:00, 0.000
2016-06-01 07:00:00, 0.000
2016-06-01 07:05:00, 0.000
2016-06-01 07:10:00, 0.000
2016-06-01 07:15:00, 0.000
2016-06-01 07:20:00, 0.000
2016-06-01 07:25:00, 0.000
2016-06-01 07:30:00, 0.000
2016-06-01 07:35:00, 0.000
2016-06-01 07:40:00, 0.000
2016-06-01 07:45:00, 0.000
2016-06-01 07:50:00, 0.000
2016-06-01 07:55:00, 0.000
2016-06-01 08:00:00, 0.000
2016-06-01 08:05:00, 0.000
2016-06-01 08:10:00, 0.000
2016-06-01 08:15:00, 0.000
2016-06-01 08:20:00, 0.000
2016-06-01 08:25:00, 0.000
2016-06-01 08:30:00, 0.000
2016-06-01 08:35:00, 0.000
2016-06-01 08:40:00, 0.000
2016-06-01 08:45:00, 0.000
2016-06-01 08:50:00, 0.000
2016-06-01 08:55:00, 0.000
2016-06-01 09:00:00, 0.000
2016-06-01 09:05:00, 0.000
2016-06-01 09:10:00, 0.000
2016-06-01 09:15:00, 0.000
2016-06-01 09:20:00, 0.000
2016-06-01 09:25:00, 0.000
2016-06-01 09:30:00, 0.000
2016-06-01 09:35:00, 0.000
2016-06-01 09:40:00, 0.000
2016-06-01 09:45:00, 0.000
2016-06-01 09:50:00, 0.000
2016-06-01 09:55:00, 0.000
2016-06-01 10:00:00, 0.000
2016-06-01 10:05:00, 0.000
2016-06-01 10:10:00, 0.000
2016-06-01 10:15:00, 0.000
2016-06-01 10:20:00, 0.000
2016-06-01 10:25:00, 0.000
2016-06-01 10:30:00, 0.000
2016-06-01 10:35:00, 0.000
2016-06-01 10:40:00, 0.000
2016-06-01 10:45:00, 0.000
2016-06-01 10:50:00, 0.000
2016-06-01 10:55:00, 0.000
2016-06-01 11:00:00, 0.000
2016-06-01 11:05:00, 0.000
2016-06-01 11:10:00, 0.000
2016-06-01 11:15:00, 0.000
2016-06-01 11:20:00, 0.000
2016-06-01 11:25:00, 0.000
2016-06-01 11:30:00, 0.000
2016-06-01 11:35:00, 0.000
2016-06-01 11:40:00, 0.000
2016-06-01 11:45:00, 0.000
2016-06-01 11:50:00, 0.000
2016-06-01 11:55:00, 0.000
2016-06-01 12:00:00, 0.000
2016-06-01 12:05:00, 0.000
2016-06-01 12:10:00, 0.000
2016-06-01 12:15:00, 0.000
2016-06-01 12:20:00, 0.000
2016-06-01 12:25:00, 0.000
2016-06-01 12:30:00, 0.000
2016-06-01 12:35:00, 0.000
2016-06-01 12:40:00, 0.000
2016-06-01 12:45:00, 0.000
2016-06-01 12:50:00, 0.000
2016-06-01 12:55:00, 0.000
2016-06-01 13:00:00, 0.000
2016-06-01 13:05:00, 0.000
2016-06-01 13:10:00, 0.005
2016-06-01 13:15:00, 0.015
2016-06-01 13:20:00, 0.030
2016-06-01 13:25:00, 0.049
2016-06-01 13:30:00, 0.072
2016-06-01 13:35:00, 0.099
2016-06-01 13:40:00, 0.127
2016-06-01 13:45:00, 0.158
2016-06-01 13:50:00, 0.191
2016-06-01 13:55:00, 0.225
2016-06-01 14:00:00, 0.260
2016-06-01 14:05:00, 0.297
2016-06-01 14:10:00, 0.334
2016-06-01 14:15:00, 0.371
2016-06-01 14:20:00, 0.409
2016-06-01 14:25:00, 0.447
2016-06-01 14:30:00, 0.485
2016-06-01 14:35:00, 0.523
2016-06-01 14:40:00, 0.561
2016-06-01 14:45:00, 0.598
2016-06-01 14:50:00, 0.635
2016-06-01 14:55:00, 0.671
2016-06-01 15:00:00, 0.707
2016-06-01 15:05:00, 0.743
2016-06-01 15:10:00, 0.771
2016-06-01 15:15:00, 0.794
2016-06-01 15:20:00, 0.810
2016-06-01 15:25:00, 0.822
2016-06-01 15:30:00, 0.829
2016-06-01 15:35:00, 0.832
2016-06-01 15:40:00, 0.832
2016-06-01 15:45:00, 0.829
2016-06-01 15:50:00, 0.823
2016-06-01 15:55:00, 0.816
2016-06-01 16:00:00, 0.807
2016-06-01 16:05:00, 0.797
2016-06-01 16:10:00, 0.786
2016-06-01 16:15:00, 0.774
2016-06-01 16:20:00, 0.761
2016-06-01 16:25:00, 0.748
2016-06-01 16:30:00, 0.734
2016-06-01 16:35:00, 0.720
2016-06-01 16:40:00, 0.706
2016-06-01 16:45:00, 0.692
2016-06-01 16:50:00, 0.678
2016-06-01 16:55:00, 0.664
2016-06-01 17:00:00, 0.651
2016-06-01 17:05:00, 0.637
2016-06-01 17:10:00, 0.624
2016-06-01 17:15:00, 0.610
2016-06-01 17:20:00, 0.598
2016-06-01 17:25:00, 0.585
2016-06-01 17:30:00, 0.573
2016-06-01 17:35:00, 0.561
2016-06-01 17:40:00, 0.549
2016-06-01 17:45:00, 0.538
2016-06-01 17:50:00, 0.526
2016-06-01 17:55:00, 0.515
2016-06-01 18:00:00, 0.505
2016-06-01 18:05:00, 0.494
2016-06-01 18:10:00, 0.484
2016-06-01 18:15:00, 0.474
2016-06-01 18:20:00, 0.464
2016-06-01 18:25:00, 0.454
2016-06-01 18:30:00, 0.445
2016-06-01 18:35:00, 0.436
2016-06-01 18:40:00, 0.427
2016-06-01 18:45:00, 0.418
2016-06-01 18:50:00, 0.410
2016-06-01 18:55:00, 0.402
2016-06-01 19:00:00, 0.394
2016-06-01 19:05:00, 0.386
2016-06-01 19:10:00, 0.378
2016-06-01 19:15:00, 0.371
2016-06-01 19:20:00, 0.364
2016-06-01 19:25:00, 0.357
2016-06-01 19:30:00, 0.350
2016-06-01 19:35:00, 0.343
2016-06-01 19:40:00, 0.336
2016-06-01 19:45:00, 0.330
2016-06-01 19:50:00, 0.323
2016-06-01 19:55:00, 0.317
2016-06-01 20:00:00, 0.311
2016-06-01 20:05:00, 0.305
2016-06-01 20:10:00, 0.299
2016-06-01 20:15:00, 0.294
2016-06-01 20:20:00, 0.288
2016-06-01 20:25:00, 0.283
2016-06-01 20:30:00, 0.277
2016-06-01 20:35:00, 0.272
2016-06-01 20:40:00, 0.266
2016-06-01 20:45:00, 0.261
2016-06-01 20:50:00, 0.256
2016-06-01 20:55:00, 0.251
2016-06-01 21:00:00, 0.246
2016-06-01 21:05:00, 0.241
2016-06-01 21:10:00, 0.237
2016-06-01 21:15:00, 0.232
2016-06-01 21:20:00, 0.227
2016-06-01 21:25:00, 0.223
2016-06-01 21:30:00, 0.218
2016-06-01 21:35:00, 0.214
2016-06-01 21:40:00, 0.210
2016-06-01 21:45:00, 0.205
2016-06-01 21:50:00, 0.201
2016-06-01 21:55:00, 0.197
2016-06-01 22:00:00, 0.193
2016-06-01 22:05:00, 0.186
2016-06-01 22:10:00, 0.180
2016-06-01 22:15:00, 0.174
2016-06-01 22:20:00, 0.170
2016-06-01 22:25:00, 0.165
2016-06-01 22:30:00, 0.161
2016-06-01 22:35:00, 0.158
2016-06-01 22:40:00, 0.155
2016-06-01 22:45:00, 0.152
2016-06-01 22:50:00, 0.149
2016-06-01 22:55:00, 0.147
2016-06-01 23:00:00, 0.145
2016-06-01 23:05:00, 0.143
2016-06-01 23:10:00, 0.141
2016-06-01 23:15:00, 0.139
2016-06-01 23:20:00, 0.137
2016-06-01 23:25:00, 0.135
2016-06-01 23:30:00, 0.134
2016-06-01 23:35:00, 0.132
2016-06-01 23:40:00, 0.131
2016-06-01 23:45:00, 0.130
2016-06-01 23:50:00, 0.128
2016-06-01 23:55:00, 0.127
2016-06-02 00:00:00, 0.126
2016-06-02 00:05:00, 0.125
2016-06-02 00:10:00, 0.124
2016-06-02 00:15:00, 0.123
2016-06-02 00:20:00, 0.121
2016-06-02 00:25:00, 0.120
2016-06-02 00:30:00, 0.119
2016-06-02 00:35:00, 0.119
2016-06-02 00:40:00, 0.118
2016-06-02 00:45:00, 0.117
2016-06-02 00:50:00, 0.116
2016-06-02 00:55:00, 0.115
2016-06-02 01:00:00, 0.114
2016-06-02 01:05:00, 0.113
2016-06-02 01:10:00, 0.112
2016-06-02 01:15:00, 0.112
2016-06-02 01:20:00, 0.111
2016-06-02 01:25:00, 0.110
2016-06-02 01:30:00, 0.109
2016-06-02 01:35:00, 0.108
2016-06-02 01:40:00, 0.108
2016-06-02 01:45:00, 0.107
2016-06-02 01:50:00, 0.106
2016-06-02 01:55:00, 0.105
2016-06-02 02:00:00, 0.105
2016-06-02 02:05:00, 0.104
2016-06-02 02:10:00, 0.103
2016-06-02 02:15:00, 0.103
2016-06-02 02:20:00, 0.102
2016-06-02 02:25:00, 0.101
2016-06-02 02:30:00, 0.101
2016-06-02 02:35:00, 0.100
2016-06-02 02:40:00, 0.099
2016-06-02 02:45:00, 0.099
2016-06-02 02:50:00, 0.098
2016-06-02 02:55:00, 0.098
2016-06-02 03:00:00, 0.097
2016-06-02 03:05:00, 0.096
2016-06-02 03:10:00, 0.096
2016-06-02 03:15:00, 0.095
2016-06-02 03:20:00, 0.095
2016-06-02 03:25:00, 0.094
2016-06-02 03:30:00, 0.093
2016-06-02 03:35:00, 0.093
2016-06-02 03:40:00, 0.092
2016-06-02 03:45:00, 0.092
2016-06-02 03:50:00, 0.091
2016-06-02 03:55:00, 0.091
2016-06-02 04:00:00, 0.090
2016-06-02 04:05:00, 0.089
2016-06-02 04:10:00, 0.089
2016-06-02 04:15:00, 0.088
2016-06-02 04:20:00, 0.088
2016-06-02 04:25:00, 0.087
2016-06-02 04:30:00, 0.087
2016-06-02 04:35:00, 0.086
2016-06-02 04:40:00, 0.086
2016-06-02 04:45:00, 0.085
2016-06-02 04:50:00, 0.085
2016-06-02 04:55:00, 0.084
2016-06-02 05:00:00, 0.084
2016-06-02 05:05:00, 0.090
2016-06-02 05:10:00, 0.093
2016-06-02 05:15:00, 0.096
2016-06-02 05:20:00, 0.098
2016-06-02 05:25:00, 0.098
2016-06-02 05:30:00, 0.099
2016-06-02 05:35:00, 0.099
2016-06-02 05:40:00, 0.099
2016-06-02 05:45:00, 0.099
2016-06-02 05:50:00, 0.099
2016-06-02 05:55:00, 0.098
2016-06-02 06:00:00, 0.098
2016-06-02 06:05:00, 0.099
2016-06-02 06:10:00, 0.100
2016-06-02 06:15:00, 0.101
2016-06-02 06:20:00, 0.102
2016-06-02 06:25:00, 0.102
2016-06-02 06:30:00, 0.102
2016-06-02 06:35:00, 0.102
2016-06-02 06:40:00, 0.102
2016-06-02 06:45:00, 0.102
2016-06-02 06:50:00, 0.102
2016-06-02 06:55:00, 0.102
2016-06-02 07:00:00, 0.101
2016-06-02 07:05:00, 0.099
2016-06-02 07:10:00, 0.096
2016-06-02 07:15:00, 0.093
2016-06-02 07:20:00, 0.090
2016-06-02 07:25:00, 0.087
2016-06-02 07:30:00, 0.085
2016-06-02 07:35:00, 0.083
2016-06-02 07:40:00, 0.080
2016-06-02 07:45:00, 0.078
2016-06-02 07:50:00, 0.077
2016-06-02 07:55:00, 0.075
2016-06-02 08:00:00, 0.073
2016-06-02 08:05:00, 0.072
2016-06-02 08:10:00, 0.071
2016-06-02 08:15:00, 0.069
2016-06-02 08:20:00, 0.068
2016-06-02 08:25:00, 0.067
2016-06-02 08:30:00, 0.065
2016-06-02 08:35:00, 0.064
2016-06-02 08:40:00, 0.063
2016-06-02 08:45:00, 0.062
2016-06-02 08:50:00, 0.060
2016-06-02 08:55:00, 0.059
2016-06-02 09:00:00, 0.058
2016-06-02 09:05:00, 0.057
2016-06-02 09:10:00, 0.056
2016-06-02 09:15:00, 0.055
2016-06-02 09:20:00, 0.054
2016-06-02 09:25:00, 0.052
2016-06-02 09:30:00, 0.051
2016-06-02 09:35:00, 0.050
2016-06-02 09:40:00, 0.049
2016-06-02 09:45:00, 0.048
2016-06-02 09:50:00, 0.047
2016-06-02 09:55:00, 0.046
2016-06-02 10:00:00, 0.046
2016-06-02 10:05:00, 0.045
2016-06-02 10:10:00, 0.044
2016-06-02 10:15:00, 0.043
2016-06-02 10:20:00, 0.042
2016-06-02 10:25:00, 0.041
2016-06-02 10:30:00, 0.040
2016-06-02 10:35:00, 0.039
2016-06-02 10:40:00, 0.039
2016-06-02 10:45:00, 0.038
2016-06-02 10:50:00, 0.037
2016-06-02 10:55:00, 0.036
2016-06-02 11:00:00, 0.036
2016-06-02 11:05:00, 0.035
2016-06-02 11:10:00, 0.034
2016-06-02 11:15:00, 0.034
2016-06-02 11:20:00, 0.033
2016-06-02 11:25:00, 0.032
2016-06-02 11:30:00, 0.032
2016-06-02 11:35:00, 0.031
2016-06-02 11:40:00, 0.030
2016-06-02 11:45:00, 0.030
2016-06-02 11:50:00, 0.029
2016-06-02 11:55:00, 0.029
2016-06-02 12:00:00, 0.028
2016-06-02 12:05:00, 0.027
2016-06-02 12:10:00, 0.027
2016-06-02 12:15:00, 0.026
2016-06-02 12:20:00, 0.026
2016-06-02 12:25:00, 0.025
2016-06-02 12:30:00, 0.025
2016-06-02 12:35:00, 0.025
2016-06-02 12:40:00, 0.024
2016-06-02 12:45:00, 0.024
2016-06-02 12:50:00, 0.023
2016-06-02 12:55:00, 0.023
2016-06-02 13:00:00, 0.022
2016-06-02 13:05:00, 0.022
2016-06-02 13:10:00, 0.021
2016-06-02 13:15:00, 0.021
2016-06-02 13:20:00, 0.021
2016-06-02 13:25:00, 0.020
2016-06-02 13:30:00, 0.020
2016-06-02 13:35:00, 0.019
2016-06-02 13:40:00, 0.019
2016-06-02 13:45:00, 0.019
2016-06-02 13:50:00, 0.018
2016-06-02 13:55:00, 0.018
2016-06-02 14:00:00, 0.018
2016-06-02 14:05:00, 0.017
2016-06-02 14:10:00, 0.017
2016-06-02 14:15:00, 0.017
2016-06-02 14:20:00, 0.017
2016-06-02 14:25:00, 0.017
2016-06-02 14:30:00, 0.016
2016-06-02 14:35:00, 0.016
2016-06-02 14:40:00, 0.016
2016-06-02 14:45:00, 0.016
2016-06-02 14:50:00, 0.016
2016-06-02 14:55:00, 0.015
2016-06-02 15:00:00, 0.015
2016-06-02 15:05:00, 0.015
2016-06-02 15:10:00, 0.015
2016-06-02 15:15:00, 0.014
2016-06-02 15:20:00, 0.014
2016-06-02 15:25:00, 0.014
2016-06-02 15:30:00, 0.014
2016-06-02 15:35:00, 0.014
2016-06-02 15:40:00, 0.013
2016-06-02 15:45:00, 0.013
2016-06-02 15:50:00, 0.013
2016-06-02 15:55:00, 0.013
2016-06-02 16:00:00, 0.012
2016-06-02 16:05:00, 0.012
2016-06-02 16:10:00, 0.013
2016-06-02 16:15:00, 0.015
2016-06-02 16:20:00, 0.018
2016-06-02 16:25:00, 0.023
2016-06-02 16:30:00, 0.030
